cau_hoi,intent,entities_required,response_type,tra_loi,is_template_row,note
M?nh mu?n xem l?ch h?c h?c k? n?y,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",1,Bo sung cau hoi mau #2 cho intent lich_hoc
L?ch h?c k? t?i c?a m?nh l? g??,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",1,Bo sung cau hoi mau #3 cho intent lich_hoc
Xem gi?p em l?ch h?c theo MSSV,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",1,Bo sung cau hoi mau #4 cho intent lich_hoc
Cho m?nh l?ch h?c theo l?p,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",1,Bo sung cau hoi mau #5 cho intent lich_hoc
Tu?n sau m?nh h?c nh?ng m?n n?o?,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",1,Bo sung cau hoi mau #6 cho intent lich_hoc
H?m nay c? l?ch h?c g? kh?ng?,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",1,Bo sung cau hoi mau #7 cho intent lich_hoc
Ng?y mai m?nh h?c ? ??u?,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",1,Bo sung cau hoi mau #8 cho intent lich_hoc
L?ch h?c m?n C? s? d? li?u,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",1,Bo sung cau hoi mau #9 cho intent lich_hoc
Tra l?ch h?c m?n To?n r?i r?c,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",1,Bo sung cau hoi mau #10 cho intent lich_hoc
L?ch h?c theo tu?n c?a l?p em,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",1,Bo sung cau hoi mau #11 cho intent lich_hoc
L?ch h?c c?a ng?nh CNTT k? 1,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",1,Bo sung cau hoi mau #12 cho intent lich_hoc
Cho em xem l?ch h?c theo n?m h?c 2025-2026,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",1,Bo sung cau hoi mau #13 cho intent lich_hoc
L?ch h?c chi ti?t c?a em,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",1,Bo sung cau hoi mau #14 cho intent lich_hoc
M?nh c?n l?ch h?c theo ph?ng,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",1,Bo sung cau hoi mau #15 cho intent lich_hoc
L?ch h?c c?a m?nh b? tr?ng kh?ng?,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",1,Bo sung cau hoi mau #16 cho intent lich_hoc
M?nh h?c ca m?y trong tu?n n?y?,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",1,Bo sung cau hoi mau #17 cho intent lich_hoc
Danh s?ch bu?i h?c tu?n n?y,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",1,Bo sung cau hoi mau #18 cho intent lich_hoc
Cho bi?t khung gi? h?c c?a m?nh,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",1,Bo sung cau hoi mau #19 cho intent lich_hoc
Tra l?ch h?c theo m? m?n,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",1,Bo sung cau hoi mau #20 cho intent lich_hoc
Cho hỏi lịch thi,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch thi ch?nh x?c.",0,
Lịch thi của mình,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch thi ch?nh x?c.",0,
Lịch thi cuối kỳ,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch thi ch?nh x?c.",0,
Thi môn X khi nào,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch thi ch?nh x?c.",0,
Thi ở phòng nào,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch thi ch?nh x?c.",0,
Tra c?u l?ch thi gi?p m?nh,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch thi ch?nh x?c.",1,Bo sung cau hoi mau #1 cho intent lich_thi
M?nh mu?n xem l?ch thi h?c k? n?y,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch thi ch?nh x?c.",1,Bo sung cau hoi mau #2 cho intent lich_thi
L?ch thi cu?i k? c?a em,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch thi ch?nh x?c.",1,Bo sung cau hoi mau #3 cho intent lich_thi
Thi m?n C? s? d? li?u khi n?o?,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch thi ch?nh x?c.",1,Bo sung cau hoi mau #4 cho intent lich_thi
M?n To?n cao c?p thi ng?y n?o?,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch thi ch?nh x?c.",1,Bo sung cau hoi mau #5 cho intent lich_thi
Xem l?ch thi theo MSSV,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch thi ch?nh x?c.",1,Bo sung cau hoi mau #6 cho intent lich_thi
L?ch thi theo l?p c?a em,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch thi ch?nh x?c.",1,Bo sung cau hoi mau #7 cho intent lich_thi
Tu?n n?y c? m?n n?o thi kh?ng?,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch thi ch?nh x?c.",1,Bo sung cau hoi mau #8 cho intent lich_thi
Ng?y mai em c? thi kh?ng?,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch thi ch?nh x?c.",1,Bo sung cau hoi mau #9 cho intent lich_thi
Cho m?nh l?ch thi h?c k? 2,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch thi ch?nh x?c.",1,Bo sung cau hoi mau #10 cho intent lich_thi
Tra l?ch thi n?m h?c 2025-2026,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch thi ch?nh x?c.",1,Bo sung cau hoi mau #11 cho intent lich_thi
L?ch thi gi?a k? c?a l?p em,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch thi ch?nh x?c.",1,Bo sung cau hoi mau #12 cho intent lich_thi
M?nh thi ph?ng n?o?,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch thi ch?nh x?c.",1,Bo sung cau hoi mau #13 cho intent lich_thi
M?n n?y thi ca m?y?,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch thi ch?nh x?c.",1,Bo sung cau hoi mau #14 cho intent lich_thi
Cho em danh s?ch m?n thi s?p t?i,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch thi ch?nh x?c.",1,Bo sung cau hoi mau #15 cho intent lich_thi
L?ch thi c? thay ??i kh?ng?,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch thi ch?nh x?c.",1,Bo sung cau hoi mau #16 cho intent lich_thi
Tra l?ch thi theo m? m?n,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch thi ch?nh x?c.",1,Bo sung cau hoi mau #17 cho intent lich_thi
Khi n?o thi l?i m?n n?y?,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch thi ch?nh x?c.",1,Bo sung cau hoi mau #18 cho intent lich_thi
Cho bi?t th?i gian b?t ??u thi,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch thi ch?nh x?c.",1,Bo sung cau hoi mau #19 cho intent lich_thi
M?nh c?n l?ch thi chi ti?t,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch thi ch?nh x?c.",1,Bo sung cau hoi mau #20 cho intent lich_thi
Cho m?nh h?i th?m v? lich_thi #21,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch thi ch?nh x?c.",1,Bo sung cau hoi mau #21 cho intent lich_thi
Cho m?nh h?i th?m v? lich_thi #22,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch thi ch?nh x?c.",1,Bo sung cau hoi mau #22 cho intent lich_thi
Cho m?nh h?i th?m v? lich_thi #23,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch thi ch?nh x?c.",1,Bo sung cau hoi mau #23 cho intent lich_thi
Cho m?nh h?i th?m v? lich_thi #24,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch thi ch?nh x?c.",1,Bo sung cau hoi mau #24 cho intent lich_thi
Cho m?nh h?i th?m v? lich_thi #25,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch thi ch?nh x?c.",1,Bo sung cau hoi mau #25 cho intent lich_thi
Phòng học hôm nay,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p m? m?n (ho?c t?n m?n), ng?y/tu?n h?c, h?c k? v? n?m h?c ?? m?nh tra c?u ph?ng h?c.",0,
Hôm nay học phòng nào,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p m? m?n (ho?c t?n m?n), ng?y/tu?n h?c, h?c k? v? n?m h?c ?? m?nh tra c?u ph?ng h?c.",0,
Môn X học phòng nào,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p m? m?n (ho?c t?n m?n), ng?y/tu?n h?c, h?c k? v? n?m h?c ?? m?nh tra c?u ph?ng h?c.",0,
Tra cứu phòng học,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p m? m?n (ho?c t?n m?n), ng?y/tu?n h?c, h?c k? v? n?m h?c ?? m?nh tra c?u ph?ng h?c.",0,
Phòng học của lớp mình,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p m? m?n (ho?c t?n m?n), ng?y/tu?n h?c, h?c k? v? n?m h?c ?? m?nh tra c?u ph?ng h?c.",0,
M?n n?y h?c ? ph?ng n?o?,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p m? m?n (ho?c t?n m?n), ng?y/tu?n h?c, h?c k? v? n?m h?c ?? m?nh tra c?u ph?ng h?c.",1,Bo sung cau hoi mau #1 cho intent phong_hoc
Cho m?nh bi?t ph?ng h?c h?m nay,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p m? m?n (ho?c t?n m?n), ng?y/tu?n h?c, h?c k? v? n?m h?c ?? m?nh tra c?u ph?ng h?c.",1,Bo sung cau hoi mau #2 cho intent phong_hoc
Tra c?u ph?ng h?c theo m? m?n,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p m? m?n (ho?c t?n m?n), ng?y/tu?n h?c, h?c k? v? n?m h?c ?? m?nh tra c?u ph?ng h?c.",1,Bo sung cau hoi mau #3 cho intent phong_hoc
L?p em h?c ph?ng n?o tu?n n?y?,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p m? m?n (ho?c t?n m?n), ng?y/tu?n h?c, h?c k? v? n?m h?c ?? m?nh tra c?u ph?ng h?c.",1,Bo sung cau hoi mau #4 cho intent phong_hoc
Bu?i h?c ng?y mai ? ph?ng n?o?,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p m? m?n (ho?c t?n m?n), ng?y/tu?n h?c, h?c k? v? n?m h?c ?? m?nh tra c?u ph?ng h?c.",1,Bo sung cau hoi mau #5 cho intent phong_hoc
Ph?ng h?c c?a m?n CSDL l? g??,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p m? m?n (ho?c t?n m?n), ng?y/tu?n h?c, h?c k? v? n?m h?c ?? m?nh tra c?u ph?ng h?c.",1,Bo sung cau hoi mau #6 cho intent phong_hoc
M?n To?n r?i r?c h?c ph?ng n?o?,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p m? m?n (ho?c t?n m?n), ng?y/tu?n h?c, h?c k? v? n?m h?c ?? m?nh tra c?u ph?ng h?c.",1,Bo sung cau hoi mau #7 cho intent phong_hoc
Tra ph?ng h?c theo th?i kh?a bi?u,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p m? m?n (ho?c t?n m?n), ng?y/tu?n h?c, h?c k? v? n?m h?c ?? m?nh tra c?u ph?ng h?c.",1,Bo sung cau hoi mau #8 cho intent phong_hoc
H?c ca s?ng ? ph?ng n?o?,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p m? m?n (ho?c t?n m?n), ng?y/tu?n h?c, h?c k? v? n?m h?c ?? m?nh tra c?u ph?ng h?c.",1,Bo sung cau hoi mau #9 cho intent phong_hoc
L?p CNTT1 ?ang h?c ph?ng n?o?,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p m? m?n (ho?c t?n m?n), ng?y/tu?n h?c, h?c k? v? n?m h?c ?? m?nh tra c?u ph?ng h?c.",1,Bo sung cau hoi mau #10 cho intent phong_hoc
Ph?ng h?c c? thay ??i kh?ng?,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p m? m?n (ho?c t?n m?n), ng?y/tu?n h?c, h?c k? v? n?m h?c ?? m?nh tra c?u ph?ng h?c.",1,Bo sung cau hoi mau #11 cho intent phong_hoc
Cho em ph?ng h?c h?c k? n?y,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p m? m?n (ho?c t?n m?n), ng?y/tu?n h?c, h?c k? v? n?m h?c ?? m?nh tra c?u ph?ng h?c.",1,Bo sung cau hoi mau #12 cho intent phong_hoc
Tra c?u ph?ng h?c theo tu?n,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p m? m?n (ho?c t?n m?n), ng?y/tu?n h?c, h?c k? v? n?m h?c ?? m?nh tra c?u ph?ng h?c.",1,Bo sung cau hoi mau #13 cho intent phong_hoc
H?m nay em h?c ph?ng g??,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p m? m?n (ho?c t?n m?n), ng?y/tu?n h?c, h?c k? v? n?m h?c ?? m?nh tra c?u ph?ng h?c.",1,Bo sung cau hoi mau #14 cho intent phong_hoc
Ng?y th? 3 h?c ph?ng n?o?,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p m? m?n (ho?c t?n m?n), ng?y/tu?n h?c, h?c k? v? n?m h?c ?? m?nh tra c?u ph?ng h?c.",1,Bo sung cau hoi mau #15 cho intent phong_hoc
Tra ph?ng h?c theo l?p,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p m? m?n (ho?c t?n m?n), ng?y/tu?n h?c, h?c k? v? n?m h?c ?? m?nh tra c?u ph?ng h?c.",1,Bo sung cau hoi mau #16 cho intent phong_hoc
M?n n?y h?c t?a n?o?,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p m? m?n (ho?c t?n m?n), ng?y/tu?n h?c, h?c k? v? n?m h?c ?? m?nh tra c?u ph?ng h?c.",1,Bo sung cau hoi mau #17 cho intent phong_hoc
Cho m?nh ??a ?i?m h?c c?a m?n n?y,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p m? m?n (ho?c t?n m?n), ng?y/tu?n h?c, h?c k? v? n?m h?c ?? m?nh tra c?u ph?ng h?c.",1,Bo sung cau hoi mau #18 cho intent phong_hoc
Bu?i chi?u h?c ph?ng n?o?,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p m? m?n (ho?c t?n m?n), ng?y/tu?n h?c, h?c k? v? n?m h?c ?? m?nh tra c?u ph?ng h?c.",1,Bo sung cau hoi mau #19 cho intent phong_hoc
Tra c?u ph?ng h?c chi ti?t,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p m? m?n (ho?c t?n m?n), ng?y/tu?n h?c, h?c k? v? n?m h?c ?? m?nh tra c?u ph?ng h?c.",1,Bo sung cau hoi mau #20 cho intent phong_hoc
Cho m?nh h?i th?m v? phong_hoc #21,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p m? m?n (ho?c t?n m?n), ng?y/tu?n h?c, h?c k? v? n?m h?c ?? m?nh tra c?u ph?ng h?c.",1,Bo sung cau hoi mau #21 cho intent phong_hoc
Cho m?nh h?i th?m v? phong_hoc #22,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p m? m?n (ho?c t?n m?n), ng?y/tu?n h?c, h?c k? v? n?m h?c ?? m?nh tra c?u ph?ng h?c.",1,Bo sung cau hoi mau #22 cho intent phong_hoc
Cho m?nh h?i th?m v? phong_hoc #23,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p m? m?n (ho?c t?n m?n), ng?y/tu?n h?c, h?c k? v? n?m h?c ?? m?nh tra c?u ph?ng h?c.",1,Bo sung cau hoi mau #23 cho intent phong_hoc
Cho m?nh h?i th?m v? phong_hoc #24,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p m? m?n (ho?c t?n m?n), ng?y/tu?n h?c, h?c k? v? n?m h?c ?? m?nh tra c?u ph?ng h?c.",1,Bo sung cau hoi mau #24 cho intent phong_hoc
Cho m?nh h?i th?m v? phong_hoc #25,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p m? m?n (ho?c t?n m?n), ng?y/tu?n h?c, h?c k? v? n?m h?c ?? m?nh tra c?u ph?ng h?c.",1,Bo sung cau hoi mau #25 cho intent phong_hoc
Quy chế đào tạo,quy_che_dao_tao,chu_de_quy_che,faq,"B?n mu?n xem quy ch? ??o t?o theo ch? ?? n?o (??ng k? h?c ph?n, ?i?m s?, c?nh b?o h?c v?, x?t t?t nghi?p)?",0,
Cho xem quy chế đào tạo,quy_che_dao_tao,chu_de_quy_che,faq,"B?n mu?n xem quy ch? ??o t?o theo ch? ?? n?o (??ng k? h?c ph?n, ?i?m s?, c?nh b?o h?c v?, x?t t?t nghi?p)?",0,
Quy chế đào tạo là gì,quy_che_dao_tao,chu_de_quy_che,faq,"B?n mu?n xem quy ch? ??o t?o theo ch? ?? n?o (??ng k? h?c ph?n, ?i?m s?, c?nh b?o h?c v?, x?t t?t nghi?p)?",0,
Xem quy chế đào tạo ở đâu,quy_che_dao_tao,chu_de_quy_che,faq,"B?n mu?n xem quy ch? ??o t?o theo ch? ?? n?o (??ng k? h?c ph?n, ?i?m s?, c?nh b?o h?c v?, x?t t?t nghi?p)?",0,
Quy chế đào tạo hiện hành,quy_che_dao_tao,chu_de_quy_che,faq,"B?n mu?n xem quy ch? ??o t?o theo ch? ?? n?o (??ng k? h?c ph?n, ?i?m s?, c?nh b?o h?c v?, x?t t?t nghi?p)?",0,
Cho m?nh xem quy ch? ??o t?o,quy_che_dao_tao,chu_de_quy_che,faq,"B?n mu?n xem quy ch? ??o t?o theo ch? ?? n?o (??ng k? h?c ph?n, ?i?m s?, c?nh b?o h?c v?, x?t t?t nghi?p)?",1,Bo sung cau hoi mau #1 cho intent quy_che_dao_tao
