cau_hoi,intent,entities_required,response_type,tra_loi,is_template_row,note
Thời gian đóng hệ thống,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",0,
Khi nào mở portal,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",0,
Khi nào đóng portal,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",0,
Portal mở đến khi nào,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",0,
Khi n?o m? h? th?ng ??ng k? m?n?,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #1 cho intent thoi_gian_mo_dong_he_thong
Khi n?o ??ng h? th?ng ??ng k? m?n?,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #2 cho intent thoi_gian_mo_dong_he_thong
Gi? m? c?ng h?c ph? l? l?c n?o?,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #3 cho intent thoi_gian_mo_dong_he_thong
Gi? ??ng c?ng h?c ph? l? m?y gi??,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #4 cho intent thoi_gian_mo_dong_he_thong
H? th?ng c? m? cu?i tu?n kh?ng?,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #5 cho intent thoi_gian_mo_dong_he_thong
L?ch m? ??ng h? th?ng tu?n n?y,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #6 cho intent thoi_gian_mo_dong_he_thong
Khi n?o m? ch?c n?ng ph?c kh?o?,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #7 cho intent thoi_gian_mo_dong_he_thong
Bao gi? ??ng ch?c n?ng ph?c kh?o?,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #8 cho intent thoi_gian_mo_dong_he_thong
Th?i gian m? h? th?ng kh?o s?t m?n h?c,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #9 cho intent thoi_gian_mo_dong_he_thong
C?ng sinh vi?n m? t? m?y gi??,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #10 cho intent thoi_gian_mo_dong_he_thong
C?ng sinh vi?n ??ng l?c n?o?,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #11 cho intent thoi_gian_mo_dong_he_thong
L?ch m? ??ng h? th?ng h?c k? n?y,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #12 cho intent thoi_gian_mo_dong_he_thong
H? th?ng ??ng k? m?n m? ??t b? sung khi n?o?,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #13 cho intent thoi_gian_mo_dong_he_thong
Th?i gian m? h? th?ng theo t?ng ch?c n?ng,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #14 cho intent thoi_gian_mo_dong_he_thong
Khi n?o m? ch?c n?ng in bi?n lai?,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #15 cho intent thoi_gian_mo_dong_he_thong
Bao gi? kh?a ch?c n?ng ??ng k? m?n?,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #16 cho intent thoi_gian_mo_dong_he_thong
Khung gi? b?o tr? h? th?ng l? khi n?o?,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #17 cho intent thoi_gian_mo_dong_he_thong
L?ch m? h? th?ng m?i nh?t,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #18 cho intent thoi_gian_mo_dong_he_thong
C? th?ng b?o m? l?i h? th?ng kh?ng?,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #19 cho intent thoi_gian_mo_dong_he_thong
M?c m? ??ng h? th?ng ch?nh x?c l? g??,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #20 cho intent thoi_gian_mo_dong_he_thong
Cho m?nh h?i th?m v? thoi_gian_mo_dong_he_thong #21,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #21 cho intent thoi_gian_mo_dong_he_thong
Cho m?nh h?i th?m v? thoi_gian_mo_dong_he_thong #22,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #22 cho intent thoi_gian_mo_dong_he_thong
Cho m?nh h?i th?m v? thoi_gian_mo_dong_he_thong #23,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #23 cho intent thoi_gian_mo_dong_he_thong
Cho m?nh h?i th?m v? thoi_gian_mo_dong_he_thong #24,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #24 cho intent thoi_gian_mo_dong_he_thong
Cho m?nh h?i th?m v? thoi_gian_mo_dong_he_thong #25,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #25 cho intent thoi_gian_mo_dong_he_thong
Thông báo đăng ký môn,thong_bao_dang_ky_mon,"hoc_ky,nam_hoc",faq,B?n mu?n xem th?ng b?o ??ng k? m?n c?a h?c k? v? n?m h?c n?o?,0,
Thông báo mở đăng ký môn,thong_bao_dang_ky_mon,"hoc_ky,nam_hoc",faq,B?n mu?n xem th?ng b?o ??ng k? m?n c?a h?c k? v? n?m h?c n?o?,0,
Thông báo đóng đăng ký môn,thong_bao_dang_ky_mon,"hoc_ky,nam_hoc",faq,B?n mu?n xem th?ng b?o ??ng k? m?n c?a h?c k? v? n?m h?c n?o?,0,
Khi nào có thông báo đăng ký môn,thong_bao_dang_ky_mon,"hoc_ky,nam_hoc",faq,B?n mu?n xem th?ng b?o ??ng k? m?n c?a h?c k? v? n?m h?c n?o?,0,
Thông báo về đăng ký học phần,thong_bao_dang_ky_mon,"hoc_ky,nam_hoc",faq,B?n mu?n xem th?ng b?o ??ng k? m?n c?a h?c k? v? n?m h?c n?o?,0,
Khi n?o m? ??ng k? m?n?,thong_bao_dang_ky_mon,"hoc_ky,nam_hoc",faq,B?n mu?n xem th?ng b?o ??ng k? m?n c?a h?c k? v? n?m h?c n?o?,1,Bo sung cau hoi mau #1 cho intent thong_bao_dang_ky_mon
Th?ng b?o ??ng k? h?c ph?n ? ??u?,thong_bao_dang_ky_mon,"hoc_ky,nam_hoc",faq,B?n mu?n xem th?ng b?o ??ng k? m?n c?a h?c k? v? n?m h?c n?o?,1,Bo sung cau hoi mau #2 cho intent thong_bao_dang_ky_mon
L?ch ??ng k? m?n h?c k? n?y,thong_bao_dang_ky_mon,"hoc_ky,nam_hoc",faq,B?n mu?n xem th?ng b?o ??ng k? m?n c?a h?c k? v? n?m h?c n?o?,1,Bo sung cau hoi mau #3 cho intent thong_bao_dang_ky_mon
??t ??ng k? b? sung m?n khi n?o?,thong_bao_dang_ky_mon,"hoc_ky,nam_hoc",faq,B?n mu?n xem th?ng b?o ??ng k? m?n c?a h?c k? v? n?m h?c n?o?,1,Bo sung cau hoi mau #4 cho intent thong_bao_dang_ky_mon
Bao gi? ??ng ??ng k? m?n?,thong_bao_dang_ky_mon,"hoc_ky,nam_hoc",faq,B?n mu?n xem th?ng b?o ??ng k? m?n c?a h?c k? v? n?m h?c n?o?,1,Bo sung cau hoi mau #5 cho intent thong_bao_dang_ky_mon
Th?i gian ??ng k? t?n ch?,thong_bao_dang_ky_mon,"hoc_ky,nam_hoc",faq,B?n mu?n xem th?ng b?o ??ng k? m?n c?a h?c k? v? n?m h?c n?o?,1,Bo sung cau hoi mau #6 cho intent thong_bao_dang_ky_mon
Th?ng b?o ??ng k? m?n m?i nh?t,thong_bao_dang_ky_mon,"hoc_ky,nam_hoc",faq,B?n mu?n xem th?ng b?o ??ng k? m?n c?a h?c k? v? n?m h?c n?o?,1,Bo sung cau hoi mau #7 cho intent thong_bao_dang_ky_mon
H?c k? 2 ??ng k? m?n khi n?o?,thong_bao_dang_ky_mon,"hoc_ky,nam_hoc",faq,B?n mu?n xem th?ng b?o ??ng k? m?n c?a h?c k? v? n?m h?c n?o?,1,Bo sung cau hoi mau #8 cho intent thong_bao_dang_ky_mon
M? h? th?ng ??ng k? m?n l?c m?y gi??,thong_bao_dang_ky_mon,"hoc_ky,nam_hoc",faq,B?n mu?n xem th?ng b?o ??ng k? m?n c?a h?c k? v? n?m h?c n?o?,1,Bo sung cau hoi mau #9 cho intent thong_bao_dang_ky_mon
C? gia h?n ??ng k? m?n kh?ng?,thong_bao_dang_ky_mon,"hoc_ky,nam_hoc",faq,B?n mu?n xem th?ng b?o ??ng k? m?n c?a h?c k? v? n?m h?c n?o?,1,Bo sung cau hoi mau #10 cho intent thong_bao_dang_ky_mon
Th?ng b?o r?t m?n khi n?o?,thong_bao_dang_ky_mon,"hoc_ky,nam_hoc",faq,B?n mu?n xem th?ng b?o ??ng k? m?n c?a h?c k? v? n?m h?c n?o?,1,Bo sung cau hoi mau #11 cho intent thong_bao_dang_ky_mon
L?ch ??ng k? m?n theo kh?a,thong_bao_dang_ky_mon,"hoc_ky,nam_hoc",faq,B?n mu?n xem th?ng b?o ??ng k? m?n c?a h?c k? v? n?m h?c n?o?,1,Bo sung cau hoi mau #12 cho intent thong_bao_dang_ky_mon
K?nh nh?n th?ng b?o ??ng k? m?n,thong_bao_dang_ky_mon,"hoc_ky,nam_hoc",faq,B?n mu?n xem th?ng b?o ??ng k? m?n c?a h?c k? v? n?m h?c n?o?,1,Bo sung cau hoi mau #13 cho intent thong_bao_dang_ky_mon
??ng k? m?n ??t 1 b?t ??u ng?y n?o?,thong_bao_dang_ky_mon,"hoc_ky,nam_hoc",faq,B?n mu?n xem th?ng b?o ??ng k? m?n c?a h?c k? v? n?m h?c n?o?,1,Bo sung cau hoi mau #14 cho intent thong_bao_dang_ky_mon
??t 2 ??ng k? m?n b?t ??u khi n?o?,thong_bao_dang_ky_mon,"hoc_ky,nam_hoc",faq,B?n mu?n xem th?ng b?o ??ng k? m?n c?a h?c k? v? n?m h?c n?o?,1,Bo sung cau hoi mau #15 cho intent thong_bao_dang_ky_mon
Th?i h?n ch?nh s?a ??ng k? m?n,thong_bao_dang_ky_mon,"hoc_ky,nam_hoc",faq,B?n mu?n xem th?ng b?o ??ng k? m?n c?a h?c k? v? n?m h?c n?o?,1,Bo sung cau hoi mau #16 cho intent thong_bao_dang_ky_mon
Th?ng b?o ??ng k? h?c ph?n cho l?p em,thong_bao_dang_ky_mon,"hoc_ky,nam_hoc",faq,B?n mu?n xem th?ng b?o ??ng k? m?n c?a h?c k? v? n?m h?c n?o?,1,Bo sung cau hoi mau #17 cho intent thong_bao_dang_ky_mon
??ng k? m?n tr?c tuy?n khi n?o m??,thong_bao_dang_ky_mon,"hoc_ky,nam_hoc",faq,B?n mu?n xem th?ng b?o ??ng k? m?n c?a h?c k? v? n?m h?c n?o?,1,Bo sung cau hoi mau #18 cho intent thong_bao_dang_ky_mon
Th?ng b?o h?c ph?n thay th? ? ??u?,thong_bao_dang_ky_mon,"hoc_ky,nam_hoc",faq,B?n mu?n xem th?ng b?o ??ng k? m?n c?a h?c k? v? n?m h?c n?o?,1,Bo sung cau hoi mau #19 cho intent thong_bao_dang_ky_mon
Xem l?ch ??ng k? m?n theo h?c k?,thong_bao_dang_ky_mon,"hoc_ky,nam_hoc",faq,B?n mu?n xem th?ng b?o ??ng k? m?n c?a h?c k? v? n?m h?c n?o?,1,Bo sung cau hoi mau #20 cho intent thong_bao_dang_ky_mon
Cho m?nh h?i th?m v? thong_bao_dang_ky_mon #21,thong_bao_dang_ky_mon,"hoc_ky,nam_hoc",faq,B?n mu?n xem th?ng b?o ??ng k? m?n c?a h?c k? v? n?m h?c n?o?,1,Bo sung cau hoi mau #21 cho intent thong_bao_dang_ky_mon
Cho m?nh h?i th?m v? thong_bao_dang_ky_mon #22,thong_bao_dang_ky_mon,"hoc_ky,nam_hoc",faq,B?n mu?n xem th?ng b?o ??ng k? m?n c?a h?c k? v? n?m h?c n?o?,1,Bo sung cau hoi mau #22 cho intent thong_bao_dang_ky_mon
Cho m?nh h?i th?m v? thong_bao_dang_ky_mon #23,thong_bao_dang_ky_mon,"hoc_ky,nam_hoc",faq,B?n mu?n xem th?ng b?o ??ng k? m?n c?a h?c k? v? n?m h?c n?o?,1,Bo sung cau hoi mau #23 cho intent thong_bao_dang_ky_mon
Cho m?nh h?i th?m v? thong_bao_dang_ky_mon #24,thong_bao_dang_ky_mon,"hoc_ky,nam_hoc",faq,B?n mu?n xem th?ng b?o ??ng k? m?n c?a h?c k? v? n?m h?c n?o?,1,Bo sung cau hoi mau #24 cho intent thong_bao_dang_ky_mon
Cho m?nh h?i th?m v? thong_bao_dang_ky_mon #25,thong_bao_dang_ky_mon,"hoc_ky,nam_hoc",faq,B?n mu?n xem th?ng b?o ??ng k? m?n c?a h?c k? v? n?m h?c n?o?,1,Bo sung cau hoi mau #25 cho intent thong_bao_dang_ky_mon
Thông báo nghỉ học,thong_bao_nghi_hoc,thoi_gian|khoa|lop,faq,B?n mu?n xem th?ng b?o ngh? h?c theo th?i gian n?o ho?c theo l?p/khoa n?o?,0,
Trường có thông báo nghỉ học không,thong_bao_nghi_hoc,thoi_gian|khoa|lop,faq,B?n mu?n xem th?ng b?o ngh? h?c theo th?i gian n?o ho?c theo l?p/khoa n?o?,0,
Hôm nay có nghỉ học không,thong_bao_nghi_hoc,thoi_gian|khoa|lop,faq,B?n mu?n xem th?ng b?o ngh? h?c theo th?i gian n?o ho?c theo l?p/khoa n?o?,0,
Thông báo nghỉ do thời tiết,thong_bao_nghi_hoc,thoi_gian|khoa|lop,faq,B?n mu?n xem th?ng b?o ngh? h?c theo th?i gian n?o ho?c theo l?p/khoa n?o?,0,
Nghỉ học đột xuất,thong_bao_nghi_hoc,thoi_gian|khoa|lop,faq,B?n mu?n xem th?ng b?o ngh? h?c theo th?i gian n?o ho?c theo l?p/khoa n?o?,0,
C? th?ng b?o ngh? h?c h?m nay kh?ng?,thong_bao_nghi_hoc,thoi_gian|khoa|lop,faq,B?n mu?n xem th?ng b?o ngh? h?c theo th?i gian n?o ho?c theo l?p/khoa n?o?,1,Bo sung cau hoi mau #1 cho intent thong_bao_nghi_hoc
Tr??ng c? ngh? h?c do b?o kh?ng?,thong_bao_nghi_hoc,thoi_gian|khoa|lop,faq,B?n mu?n xem th?ng b?o ngh? h?c theo th?i gian n?o ho?c theo l?p/khoa n?o?,1,Bo sung cau hoi mau #2 cho intent thong_bao_nghi_hoc
Th?ng b?o ngh? h?c m?i nh?t,thong_bao_nghi_hoc,thoi_gian|khoa|lop,faq,B?n mu?n xem th?ng b?o ngh? h?c theo th?i gian n?o ho?c theo l?p/khoa n?o?,1,Bo sung cau hoi mau #3 cho intent thong_bao_nghi_hoc
L?p em c? ngh? h?c kh?ng?,thong_bao_nghi_hoc,thoi_gian|khoa|lop,faq,B?n mu?n xem th?ng b?o ngh? h?c theo th?i gian n?o ho?c theo l?p/khoa n?o?,1,Bo sung cau hoi mau #4 cho intent thong_bao_nghi_hoc
Khoa CNTT c? ngh? h?c kh?ng?,thong_bao_nghi_hoc,thoi_gian|khoa|lop,faq,B?n mu?n xem th?ng b?o ngh? h?c theo th?i gian n?o ho?c theo l?p/khoa n?o?,1,Bo sung cau hoi mau #5 cho intent thong_bao_nghi_hoc
Ng?y mai c? ngh? h?c kh?ng?,thong_bao_nghi_hoc,thoi_gian|khoa|lop,faq,B?n mu?n xem th?ng b?o ngh? h?c theo th?i gian n?o ho?c theo l?p/khoa n?o?,1,Bo sung cau hoi mau #6 cho intent thong_bao_nghi_hoc
Th?ng b?o ngh? h?c tu?n n?y,thong_bao_nghi_hoc,thoi_gian|khoa|lop,faq,B?n mu?n xem th?ng b?o ngh? h?c theo th?i gian n?o ho?c theo l?p/khoa n?o?,1,Bo sung cau hoi mau #7 cho intent thong_bao_nghi_hoc
Ngh? h?c ??t xu?t c? th?ng b?o ? ??u?,thong_bao_nghi_hoc,thoi_gian|khoa|lop,faq,B?n mu?n xem th?ng b?o ngh? h?c theo th?i gian n?o ho?c theo l?p/khoa n?o?,1,Bo sung cau hoi mau #8 cho intent thong_bao_nghi_hoc
Tra th?ng b?o ngh? h?c theo l?p,thong_bao_nghi_hoc,thoi_gian|khoa|lop,faq,B?n mu?n xem th?ng b?o ngh? h?c theo th?i gian n?o ho?c theo l?p/khoa n?o?,1,Bo sung cau hoi mau #9 cho intent thong_bao_nghi_hoc
L?ch ngh? h?c do s? ki?n,thong_bao_nghi_hoc,thoi_gian|khoa|lop,faq,B?n mu?n xem th?ng b?o ngh? h?c theo th?i gian n?o ho?c theo l?p/khoa n?o?,1,Bo sung cau hoi mau #10 cho intent thong_bao_nghi_hoc
C? ngh? h?c v? m?t ?i?n kh?ng?,thong_bao_nghi_hoc,thoi_gian|khoa|lop,faq,B?n mu?n xem th?ng b?o ngh? h?c theo th?i gian n?o ho?c theo l?p/khoa n?o?,1,Bo sung cau hoi mau #11 cho intent thong_bao_nghi_hoc
Th?ng b?o ngh? h?c h?c k? n?y,thong_bao_nghi_hoc,thoi_gian|khoa|lop,faq,B?n mu?n xem th?ng b?o ngh? h?c theo th?i gian n?o ho?c theo l?p/khoa n?o?,1,Bo sung cau hoi mau #12 cho intent thong_bao_nghi_hoc
Ngh? h?c c? h?c b? kh?ng?,thong_bao_nghi_hoc,thoi_gian|khoa|lop,faq,B?n mu?n xem th?ng b?o ngh? h?c theo th?i gian n?o ho?c theo l?p/khoa n?o?,1,Bo sung cau hoi mau #13 cho intent thong_bao_nghi_hoc
Xem th?ng b?o ngh? h?c theo th?i gian,thong_bao_nghi_hoc,thoi_gian|khoa|lop,faq,B?n mu?n xem th?ng b?o ngh? h?c theo th?i gian n?o ho?c theo l?p/khoa n?o?,1,Bo sung cau hoi mau #14 cho intent thong_bao_nghi_hoc
Th?ng b?o t?m ngh? h?c t?p trung,thong_bao_nghi_hoc,thoi_gian|khoa|lop,faq,B?n mu?n xem th?ng b?o ngh? h?c theo th?i gian n?o ho?c theo l?p/khoa n?o?,1,Bo sung cau hoi mau #15 cho intent thong_bao_nghi_hoc
Cho em danh s?ch th?ng b?o ngh? h?c,thong_bao_nghi_hoc,thoi_gian|khoa|lop,faq,B?n mu?n xem th?ng b?o ngh? h?c theo th?i gian n?o ho?c theo l?p/khoa n?o?,1,Bo sung cau hoi mau #16 cho intent thong_bao_nghi_hoc
Th?ng b?o ngh? h?c c?a khoa em,thong_bao_nghi_hoc,thoi_gian|khoa|lop,faq,B?n mu?n xem th?ng b?o ngh? h?c theo th?i gian n?o ho?c theo l?p/khoa n?o?,1,Bo sung cau hoi mau #17 cho intent thong_bao_nghi_hoc
Nh? tr??ng ngh? h?c m?y ng?y?,thong_bao_nghi_hoc,thoi_gian|khoa|lop,faq,B?n mu?n xem th?ng b?o ngh? h?c theo th?i gian n?o ho?c theo l?p/khoa n?o?,1,Bo sung cau hoi mau #18 cho intent thong_bao_nghi_hoc
C? th?ng b?o d?ng h?c tr?c ti?p kh?ng?,thong_bao_nghi_hoc,thoi_gian|khoa|lop,faq,B?n mu?n xem th?ng b?o ngh? h?c theo th?i gian n?o ho?c theo l?p/khoa n?o?,1,Bo sung cau hoi mau #19 cho intent thong_bao_nghi_hoc
Th?ng b?o ngh? h?c ch?nh th?c ? ??u?,thong_bao_nghi_hoc,thoi_gian|khoa|lop,faq,B?n mu?n xem th?ng b?o ngh? h?c theo th?i gian n?o ho?c theo l?p/khoa n?o?,1,Bo sung cau hoi mau #20 cho intent thong_bao_nghi_hoc
Cho m?nh h?i th?m v? thong_bao_nghi_hoc #21,thong_bao_nghi_hoc,thoi_gian|khoa|lop,faq,B?n mu?n xem th?ng b?o ngh? h?c theo th?i gian n?o ho?c theo l?p/khoa n?o?,1,Bo sung cau hoi mau #21 cho intent thong_bao_nghi_hoc
Cho m?nh h?i th?m v? thong_bao_nghi_hoc #22,thong_bao_nghi_hoc,thoi_gian|khoa|lop,faq,B?n mu?n xem th?ng b?o ngh? h?c theo th?i gian n?o ho?c theo l?p/khoa n?o?,1,Bo sung cau hoi mau #22 cho intent thong_bao_nghi_hoc
Cho m?nh h?i th?m v? thong_bao_nghi_hoc #23,thong_bao_nghi_hoc,thoi_gian|khoa|lop,faq,B?n mu?n xem th?ng b?o ngh? h?c theo th?i gian n?o ho?c theo l?p/khoa n?o?,1,Bo sung cau hoi mau #23 cho intent thong_bao_nghi_hoc
Cho m?nh h?i th?m v? thong_bao_nghi_hoc #24,thong_bao_nghi_hoc,thoi_gian|khoa|lop,faq,B?n mu?n xem th?ng b?o ngh? h?c theo th?i gian n?o ho?c theo l?p/khoa n?o?,1,Bo sung cau hoi mau #24 cho intent thong_bao_nghi_hoc
Cho m?nh h?i th?m v? thong_bao_nghi_hoc #25,thong_bao_nghi_hoc,thoi_gian|khoa|lop,faq,B?n mu?n xem th?ng b?o ngh? h?c theo th?i gian n?o ho?c theo l?p/khoa n?o?,1,Bo sung cau hoi mau #25 cho intent thong_bao_nghi_hoc
